source_id,ra_deg,dec_deg,parallax_mas,pmra_masyr,pmdec_masyr
630505494719360,46.613135424105224,1.961063920576691,67.9335016849359,389.253050210783,-925.0262599814663
8479094371605632,45.013187696357434,7.7498492432584785,42.07808481452416,328.02571296750426,21.180765411642675
14163878724940672,48.698581142606784,8.97899582038987,43.26493093675096,400.57870085431244,-404.42541581450416
22125575564953216,42.92805156906517,10.64440974533957,34.54987072345276,-116.97599289333354,-136.348919960619
27775450424210816,47.56433059668772,12.049837515689577,34.662912025445166,248.71441763730013,-157.6969143941417
33439176553394048,42.65530547734171,15.708157330247525,42.844514459393,342.3779496021317,-395.39262201096267
34783398237956096,46.24101475566821,17.26163049686206,9.501041230610104,79.45621699688544,-15.93488359705855
47019347749289216,61.415911881822005,17.937590072728447,21.953883088547247,128.35318981625193,-27.322745774321383
47804394753757056,64.05523411212916,18.884362336982484,21.82751181449805,120.62002935161104,-32.148453163407744
48185585987790592,65.62125049566666,19.3747715341482,10.755201088815733,8.154755921772171,-34.39873262895377
48604259399852800,64.34575673742486,19.46242653427653,16.835832288910446,9.973156305169748,-31.685251783164713
49295199378608000,64.36204619335743,20.55460215644835,34.85878918491827,-40.677255630106906,-60.18463465221037
50110418532053248,60.45999374077754,18.450004182832092,13.009422978754552,94.51323106219172,-137.03370557602372
50298125783225088,61.35753568748664,19.442006650878692,21.198268225584627,122.02644919286638,-32.58516730288186
50327297200978176,60.91324437950776,19.45486430705512,20.95167537165959,122.05525386120502,-33.3379810764895
51307065140124032,58.70698572231984,20.03748525884304,6.674512017135269,17.181990859253933,-40.515385353326714
51879807618544768,61.363128764747515,20.007777155809542,12.421135206753748,-90.74602716005083,-76.66825878967721
52898264623866496,63.51262818777487,23.080406969072556,16.467208488767405,127.49974141810496,-11.905279647697464
53069169964000128,61.463863905408196,21.65146021118914,9.39540249449191,24.157312466223352,-106.61084104381861
57676948316612224,52.95691750647336,19.72251582340101,8.930345008218264,14.848523526396129,-20.740770590162725
57971510056322048,51.807601496164295,20.424616227953813,9.183768284208236,49.28778031521611,-9.663841404668553
61386868050158848,51.82423395034274,21.11382431008108,20.355010048073414,-52.64746680749192,19.707082224236263
63181034805012224,56.091542997653995,20.499064677669264,20.031139820262002,1.1982385222631056,-78.43425714375017
63513568352960512,56.4454345416152,21.211420432378656,16.67793055842599,149.58442834980238,16.15853051594935
65330099002345216,59.024307561150344,22.439264785850384,7.750298936212662,20.369792737524676,-47.36402848117112
65750627840192256,58.870949393255714,23.772242308625067,7.250917408676775,17.75908308968357,-44.95246810382396
66509909340032512,57.58294448169392,23.951337032664792,13.949764677400353,-43.89349521419351,-57.70089385383843
67248884229328512,60.07964675616812,26.24380957917454,11.862110747922403,-16.963972852184863,-3.196235551756394
67557365961576192,53.462115137343716,22.164604740031315,9.10423606379686,36.567455016500105,-43.4104644200238
69092112394903936,51.21030037381445,25.054443112416752,16.40319113316163,-70.00576263069584,-107.20071687799629
69408561289137792,54.028687164017015,25.70061012130724,13.334261626828573,26.2953247163439,-78.86895026044381
69704540372182912,53.88205869100553,26.507846069676567,10.011664461393671,94.36066637939204,-6.3009290494375625
70374795790398208,57.5710004197928,26.12082270121224,9.098792064099309,-39.32601806276444,-19.068788920296154
70456194010310272,57.48839643207228,26.71339553217158,8.46874868571869,43.44270885717746,-26.749815286672145
70506874624338176,57.5888930696333,27.144168695097836,7.944592162128189,21.22534972506798,-50.400937262889755
70664482743682816,57.077324882480994,26.972840030648886,12.179062942650363,22.404244687453783,-68.69420039919133
70796733377805824,57.49484029171585,27.437773750457747,12.658382424165978,203.06068866800308,-225.0157065249333
70813844527285632,57.400211314615575,27.61661650407818,20.824940109904396,2.578228984069405,-101.46278950919995
75888159405268352,35.25133038389927,14.991758399990065,7.262617639877135,-22.16483470367203,-95.71295617564292
81238619209093888,40.07750666492959,15.586644721371002,10.239927856417086,47.91854642605442,-126.38136865924784
81744944313796096,41.08588634678605,16.638214004902864,9.387068895139636,55.245229530149146,-40.822058587076256
89435207811972864,38.25127776359016,22.846757200789416,12.822837941839651,93.28332575696224,13.576741602772278
89436857079410816,38.30702986508524,22.882379736441035,14.320305949205775,-43.58112292450944,-16.475812409166902
92102618725254912,27.61802739154841,18.295902329402153,33.09553589947675,240.05604403235805,-78.65619728495189
97447555201916544,29.636270255190354,21.32536142324808,10.536414384129834,221.91031877247593,17.47327335033895
98370663932785792,26.09803567913516,22.541009053549462,9.237046322582215,118.85901098310862,-76.54260263616973
103359251267590016,36.01207941670227,25.945067904973797,12.886519811042445,24.259272602697713,28.905833092908832
103942679624729088,29.803415127797834,23.23633994067851,26.283230848646884,-45.76883675447727,-124.45014864697265
104472330696642944,32.13943672961447,24.5189202947704,7.741886889572178,-28.581679911444468,-10.919328688403375
104749652440065536,29.733432487505763,23.79143001119023,12.00701461016343,-49.21745780380019,-388.01808722067364
104812084084625408,29.195421194523252,24.148523304793812,14.996100678788226,-36.79910483788951,-136.43257279323277
105095410192087808,28.503112823196087,24.9276356461279,12.386954915146132,59.321723998683325,15.614740422387495
105264567479234432,29.513307349521106,25.71501305910706,10.719579960286469,-21.473473450180066,23.5253837853479
107114427073651584,33.13221857482144,26.864121179234587,11.846275814552497,-28.62997201809765,-25.90280565553509
107511174677165440,32.10068779803783,28.303727417672192,17.300007779547002,223.0062167917114,-298.4420050695086
107511930591409280,32.1007717844031,28.30945572738568,17.765648668111663,222.5543774491182,-299.4591896562463
109051246870008448,45.80720680003026,22.370002596990314,20.99137361127316,26.33084321348614,38.3639695007746
111228967087794688,49.16598851650019,24.58741779667143,9.541691812218259,73.42421533315184,8.751576441093913
111284840319993600,48.12895461436071,24.817700986471202,7.104099369283279,61.85565319684131,-60.273335048269075
112412389495267584,46.755680786690675,26.18907968075566,8.504529920624716,80.37446310443119,-50.91575806685968
114575472461716864,41.564530746380406,25.649238050235994,39.6119946556793,237.5924563943254,-149.14002598097522
114832620743735808,42.03952436381632,27.068111757001752,43.57040806887107,278.46940568310737,-119.18652109895271
115364234616059392,44.718371636728016,26.77463304315022,34.50452236555922,-16.712595061578053,125.1656595049564
115478377668969856,46.192242828629496,26.47008420868743,10.735061026340889,20.114534311548415,-31.1873647859
115604031230803072,47.13321789429712,27.268521496782043,7.030849959669289,86.29008346827167,-41.488948708976935
115740542473067776,45.849459194162705,27.22008982445012,7.886712972851259,33.60900456866352,-24.924083526270977
116974916072546048,44.726279931540844,28.898804415995308,8.314725429549238,119.42714606909851,-19.28041066280698
117141354644522752,51.17604483895926,25.304564043521957,6.760746593259541,19.88577443619004,-42.11413480159663
117218560976465920,50.478012208650604,25.57015343817994,10.601626058814269,60.44567179553934,-35.0383176595025
118234509720825856,49.34619036502995,26.31481157484998,26.45138124592361,186.23236872165495,-48.62439278233437
118289519661876352,49.58527834201276,26.90907468695189,24.83765596480662,94.99914572502819,-90.3855028626584
118327281014279168,49.316823777238376,26.71700512834332,8.97256627966431,29.295897759073668,-147.03027399367812
118382359674705792,49.68317592013755,26.894177964659736,9.722563152930196,-30.665325357681038,-27.436266914663022
118473790938354432,49.86139600705655,27.532043210741524,7.619131518592758,78.7418195724832,-45.24557274989289
118685446926693760,49.555536750631845,27.91472388219744,14.716997600533926,-65.93159219919829,-60.37415070590305
118853569126690944,50.328393004224004,27.692247474535954,8.442154403554403,98.5481307495429,-62.36657807048036
